t,x,y,yaw,depth_image_path,clr_image_path
1049.755580974,0.025004772452613025,0.024999819628457355,0.11106129527435667,/home/yolo/slam_images/0.0/right_32FC1_1049.755580974.tiff,/home/yolo/slam_images/0.0/right_rgb8_1049.755580974.png
1049.755580974,0.025004772452613025,0.024999819628457355,0.11106129527435667,/home/yolo/slam_images/0.0/front_32FC1_1049.755580974.tiff,/home/yolo/slam_images/0.0/front_rgb8_1049.755580974.png
1049.755580974,0.025004772452613025,0.024999819628457355,0.11106129527435667,/home/yolo/slam_images/0.0/rear_32FC1_1049.777803197.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1049.777803197.png
1049.755580974,0.025004772452613025,0.024999819628457355,0.11106129527435667,/home/yolo/slam_images/0.0/left_32FC1_1049.777803197.tiff,/home/yolo/slam_images/0.0/left_rgb8_1049.777803197.png
1049.955580979,0.025005144352621158,0.02500013609710996,0.11073165217292164,/home/yolo/slam_images/0.0/right_32FC1_1049.955580979.tiff,/home/yolo/slam_images/0.0/right_rgb8_1049.955580979.png
1049.955580979,0.025005144352621158,0.02500013609710996,0.11073165217292164,/home/yolo/slam_images/0.0/front_32FC1_1049.955580979.tiff,/home/yolo/slam_images/0.0/front_rgb8_1049.955580979.png
1049.955580979,0.025005144352621158,0.02500013609710996,0.11073165217292164,/home/yolo/slam_images/0.0/left_32FC1_1049.977803202.tiff,/home/yolo/slam_images/0.0/left_rgb8_1049.977803202.png
1049.955580979,0.025005144352621158,0.02500013609710996,0.11073165217292164,/home/yolo/slam_images/0.0/rear_32FC1_1049.977803202.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1049.977803202.png
1050.155580984,0.025005354058378514,0.025000163977713454,0.1103844758411586,/home/yolo/slam_images/0.0/right_32FC1_1050.155580984.tiff,/home/yolo/slam_images/0.0/right_rgb8_1050.155580984.png
1050.155580984,0.025005354058378514,0.025000163977713454,0.1103844758411586,/home/yolo/slam_images/0.0/front_32FC1_1050.155580984.tiff,/home/yolo/slam_images/0.0/front_rgb8_1050.155580984.png
1050.155580984,0.025005354058378514,0.025000163977713454,0.1103844758411586,/home/yolo/slam_images/0.0/rear_32FC1_1050.177803207.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1050.177803207.png
1050.155580984,0.025005354058378514,0.025000163977713454,0.1103844758411586,/home/yolo/slam_images/0.0/left_32FC1_1050.177803207.tiff,/home/yolo/slam_images/0.0/left_rgb8_1050.177803207.png
1050.355580989,0.02500592914693625,0.025000121612255222,0.1100745691001975,/home/yolo/slam_images/0.0/right_32FC1_1050.355580989.tiff,/home/yolo/slam_images/0.0/right_rgb8_1050.355580989.png
1050.355580989,0.02500592914693625,0.025000121612255222,0.1100745691001975,/home/yolo/slam_images/0.0/front_32FC1_1050.355580989.tiff,/home/yolo/slam_images/0.0/front_rgb8_1050.355580989.png
1050.355580989,0.02500592914693625,0.025000121612255222,0.1100745691001975,/home/yolo/slam_images/0.0/left_32FC1_1050.377803212.tiff,/home/yolo/slam_images/0.0/left_rgb8_1050.377803212.png
1050.355580989,0.02500592914693625,0.025000121612255222,0.1100745691001975,/home/yolo/slam_images/0.0/rear_32FC1_1050.377803212.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1050.377803212.png
1050.555580994,0.0250033942341867,0.024998138990308647,0.109728218939986,/home/yolo/slam_images/0.0/right_32FC1_1050.555580994.tiff,/home/yolo/slam_images/0.0/right_rgb8_1050.555580994.png
1050.555580994,0.0250033942341867,0.024998138990308647,0.109728218939986,/home/yolo/slam_images/0.0/front_32FC1_1050.555580994.tiff,/home/yolo/slam_images/0.0/front_rgb8_1050.555580994.png
1050.555580994,0.0250033942341867,0.024998138990308647,0.109728218939986,/home/yolo/slam_images/0.0/rear_32FC1_1050.577803216.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1050.577803216.png
1050.555580994,0.0250033942341867,0.024998138990308647,0.109728218939986,/home/yolo/slam_images/0.0/left_32FC1_1050.577803216.tiff,/home/yolo/slam_images/0.0/left_rgb8_1050.577803216.png
1050.755580998,0.025002385919765457,0.02499690975660667,0.10940054947614125,/home/yolo/slam_images/0.0/right_32FC1_1050.755580998.tiff,/home/yolo/slam_images/0.0/right_rgb8_1050.755580998.png
1050.755580998,0.025002385919765457,0.02499690975660667,0.10940054947614125,/home/yolo/slam_images/0.0/front_32FC1_1050.755580998.tiff,/home/yolo/slam_images/0.0/front_rgb8_1050.755580998.png
1050.755580998,0.025002385919765457,0.02499690975660667,0.10940054947614125,/home/yolo/slam_images/0.0/left_32FC1_1050.777803221.tiff,/home/yolo/slam_images/0.0/left_rgb8_1050.777803221.png
1050.755580998,0.025002385919765457,0.02499690975660667,0.10940054947614125,/home/yolo/slam_images/0.0/rear_32FC1_1050.777803221.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1050.777803221.png
1050.955581003,0.02500276687996472,0.02499677876647247,0.10909151480523095,/home/yolo/slam_images/0.0/front_32FC1_1050.955581003.tiff,/home/yolo/slam_images/0.0/front_rgb8_1050.955581003.png
1050.955581003,0.02500276687996472,0.02499677876647247,0.10909151480523095,/home/yolo/slam_images/0.0/right_32FC1_1050.955581003.tiff,/home/yolo/slam_images/0.0/right_rgb8_1050.955581003.png
1050.955581003,0.02500276687996472,0.02499677876647247,0.10909151480523095,/home/yolo/slam_images/0.0/left_32FC1_1050.977803226.tiff,/home/yolo/slam_images/0.0/left_rgb8_1050.977803226.png
1050.955581003,0.02500276687996472,0.02499677876647247,0.10909151480523095,/home/yolo/slam_images/0.0/rear_32FC1_1050.977803226.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1050.977803226.png
1051.155581008,0.025002477449146757,0.02499659090801223,0.10874764316622826,/home/yolo/slam_images/0.0/right_32FC1_1051.155581008.tiff,/home/yolo/slam_images/0.0/right_rgb8_1051.155581008.png
1051.155581008,0.025002477449146757,0.02499659090801223,0.10874764316622826,/home/yolo/slam_images/0.0/front_32FC1_1051.155581008.tiff,/home/yolo/slam_images/0.0/front_rgb8_1051.155581008.png
1051.155581008,0.025002477449146757,0.02499659090801223,0.10874764316622826,/home/yolo/slam_images/0.0/left_32FC1_1051.177803231.tiff,/home/yolo/slam_images/0.0/left_rgb8_1051.177803231.png
1051.155581008,0.025002477449146757,0.02499659090801223,0.10874764316622826,/home/yolo/slam_images/0.0/rear_32FC1_1051.177803231.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1051.177803231.png
1051.355581013,0.025001270500597004,0.024996268296361087,0.10844085752232087,/home/yolo/slam_images/0.0/right_32FC1_1051.355581013.tiff,/home/yolo/slam_images/0.0/right_rgb8_1051.355581013.png
1051.355581013,0.025001270500597004,0.024996268296361087,0.10844085752232087,/home/yolo/slam_images/0.0/front_32FC1_1051.355581013.tiff,/home/yolo/slam_images/0.0/front_rgb8_1051.355581013.png
1051.355581013,0.025001270500597004,0.024996268296361087,0.10844085752232087,/home/yolo/slam_images/0.0/left_32FC1_1051.377803236.tiff,/home/yolo/slam_images/0.0/left_rgb8_1051.377803236.png
1051.355581013,0.025001270500597004,0.024996268296361087,0.10844085752232087,/home/yolo/slam_images/0.0/rear_32FC1_1051.377803236.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1051.377803236.png
