time,linear_x,linear_y,angular_z
1738607106.015075,-0.0,-0.09999999403953552,-0.0
1738607106.0255682,-0.0,-0.09999999403953552,-0.0
1738607106.045063,-0.0,-0.09999999403953552,-0.0
1738607106.0556452,-0.0,-0.09999999403953552,-0.0
1738607106.0749667,-0.0,-0.09999999403953552,-0.0
1738607106.0861182,-0.0,-0.09999999403953552,-0.0
1738607106.0967815,-0.0,-0.09999999403953552,-0.0
1738607106.1163409,-0.0,-0.09999999403953552,-0.0
1738607106.1365597,-0.0,-0.09999999403953552,-0.0
1738607106.1547353,-0.0,-0.09999999403953552,-0.0
1738607106.1659343,-0.0,-0.09999999403953552,-0.0
1738607106.1850836,-0.0,-0.09999999403953552,-0.0
1738607106.19617,-0.0,-0.09999999403953552,-0.0
1738607106.206796,-0.0,-0.09999999403953552,-0.0
1738607106.2259083,-0.0,-0.09999999403953552,-0.0
1738607106.2368987,-0.0,-0.09999999403953552,-0.0
1738607106.247837,-0.0,-0.09999999403953552,-0.0
1738607106.2671344,-0.0,-0.09999999403953552,-0.0
1738607106.277677,-0.0,-0.09999999403953552,-0.0
1738607106.297579,-0.0,-0.09999999403953552,-0.0
1738607106.3179517,-0.0,-0.09999999403953552,-0.0
1738607106.337372,-0.0,-0.09999999403953552,-0.0
1738607106.3480425,-0.0,-0.09999999403953552,-0.0
1738607106.358885,-0.0,-0.09999999403953552,-0.0
1738607106.3784797,-0.0,-0.09999999403953552,-0.0
1738607106.389098,-0.0,-0.09999999403953552,-0.0
1738607106.399837,-0.0,-0.09999999403953552,-0.0
1738607106.418983,-0.0,-0.09999999403953552,-0.0
1738607106.4298985,-0.0,-0.09999999403953552,-0.0
1738607106.449286,-0.0,-0.09999999403953552,-0.0
1738607106.4600651,-0.0,-0.09999999403953552,-0.0
1738607106.470861,-0.0,-0.09999999403953552,-0.0
1738607106.4905615,-0.0,-0.09999999403953552,-0.0
1738607106.5010123,-0.0,-0.09999999403953552,-0.0
1738607106.5115874,-0.0,-0.09999999403953552,-0.0
1738607106.5308971,-0.0,-0.09999999403953552,-0.0
1738607106.5419319,-0.0,-0.09999999403953552,-0.0
1738607106.5612886,-0.0,-0.09999999403953552,-0.0
1738607106.5720527,-0.0,-0.09999999403953552,-0.0
1738607106.5828307,-0.0,-0.09999999403953552,-0.0
1738607106.6021152,-0.0,-0.09999999403953552,-0.0
1738607106.613309,-0.0,-0.09999999403953552,-0.0
1738607106.6324818,-0.0,-0.09999999403953552,-0.0
1738607106.643312,-0.0,-0.09999999403953552,-0.0
1738607106.654435,-0.0,-0.09999999403953552,-0.0
1738607106.6734724,-0.0,-0.09999999403953552,-0.0
1738607106.684048,-0.0,-0.09999999403953552,-0.0
1738607106.6948104,-0.0,-0.09999999403953552,-0.0
1738607106.7145667,-0.0,-0.09999999403953552,-0.0
1738607106.7248816,-0.0,-0.09999999403953552,-0.0
1738607106.7356198,-0.0,-0.09999999403953552,-0.0
1738607106.755376,-0.0,-0.09999999403953552,-0.0
1738607106.7660377,-0.0,-0.09999999403953552,-0.0
1738607106.785379,-0.0,-0.09999999403953552,-0.0
1738607106.7966313,-0.0,-0.09999999403953552,-0.0
1738607106.807122,-0.0,-0.09999999403953552,-0.0
1738607106.8264303,-0.0,-0.09999999403953552,-0.0
1738607106.8371725,-0.0,-0.09999999403953552,-0.0
1738607106.8479266,-0.0,-0.09999999403953552,-0.0
1738607106.8586903,-0.0,-0.09999999403953552,-0.0
1738607106.8793025,-0.0,-0.09999999403953552,-0.0
1738607106.8987074,-0.0,-0.09999999403953552,-0.0
1738607106.9189086,-0.0,-0.09999999403953552,-0.0
1738607106.9384866,-0.0,-0.09999999403953552,-0.0
1738607106.9491055,-0.0,-0.09999999403953552,-0.0
1738607106.9685297,-0.0,-0.09999999403953552,-0.0
1738607106.9792922,-0.0,-0.09999999403953552,-0.0
1738607106.998817,-0.0,-0.09999999403953552,-0.0
1738607107.0093462,-0.0,-0.09999999403953552,-0.0
1738607107.020257,-0.0,-0.09999999403953552,-0.0
1738607107.0397992,-0.0,-0.09999999403953552,-0.0
1738607107.0504613,-0.0,-0.09999999403953552,-0.0
1738607107.0610068,-0.0,-0.09999999403953552,-0.0
1738607107.0805266,-0.0,-0.09999999403953552,-0.0
1738607107.0912726,-0.0,-0.09999999403953552,-0.0
1738607107.110403,-0.0,-0.09999999403953552,-0.0
1738607107.1213615,-0.0,-0.09999999403953552,-0.0
1738607107.1318018,-0.0,-0.09999999403953552,-0.0
1738607107.1513233,-0.0,-0.09999999403953552,-0.0
1738607107.1618924,-0.0,-0.09999999403953552,-0.0
1738607107.1816158,-0.0,-0.09999999403953552,-0.0
1738607107.1924307,-0.0,-0.09999999403953552,-0.0
1738607107.2117808,-0.0,-0.09999999403953552,-0.0
1738607107.2221339,-0.0,-0.09999999403953552,-0.0
1738607107.2331152,-0.0,-0.09999999403953552,-0.0
1738607107.2522297,-0.0,-0.09999999403953552,-0.0
1738607107.2633176,-0.0,-0.09999999403953552,-0.0
1738607107.282864,-0.0,-0.09999999403953552,-0.0
1738607107.2933106,-0.0,-0.09999999403953552,-0.0
1738607107.3042793,-0.0,-0.09999999403953552,-0.0
1738607107.3233674,-0.0,-0.09999999403953552,-0.0
1738607107.3342292,-0.0,-0.09999999403953552,-0.0
1738607107.3536108,-0.0,-0.09999999403953552,-0.0
1738607107.3640409,-0.0,-0.09999999403953552,-0.0
1738607107.3839061,-0.0,-0.09999999403953552,-0.0
1738607107.3942513,-0.0,-0.09999999403953552,-0.0
1738607107.4053466,-0.0,-0.09999999403953552,-0.0
1738607107.4245021,-0.0,-0.09999999403953552,-0.0
1738607107.435264,-0.0,-0.09999999403953552,-0.0
1738607107.4546955,-0.0,-0.09999999403953552,-0.0
1738607107.465409,-0.0,-0.09999999403953552,-0.0
1738607107.476379,-0.0,-0.09999999403953552,-0.0
1738607107.4957972,-0.0,-0.09999999403953552,-0.0
1738607107.5064251,-0.0,-0.09999999403953552,-0.0
1738607107.5256898,-0.0,-0.09999999403953552,-0.0
1738607107.5366359,-0.0,-0.09999999403953552,-0.0
1738607107.5471263,-0.0,-0.09999999403953552,-0.0
1738607107.5667703,-0.0,-0.09999999403953552,-0.0
1738607107.577222,-0.0,-0.09999999403953552,-0.0
1738607107.5967646,-0.0,-0.09999999403953552,-0.0
1738607107.6076736,-0.0,-0.09999999403953552,-0.0
1738607107.626968,-0.0,-0.09999999403953552,-0.0
1738607107.6376998,-0.0,-0.09999999403953552,-0.0
1738607107.6486187,-0.0,-0.09999999403953552,-0.0
1738607107.66735,-0.0,-0.09999999403953552,-0.0
1738607107.6786425,-0.0,-0.09999999403953552,-0.0
1738607107.6978657,-0.0,-0.09999999403953552,-0.0
1738607107.708435,-0.0,-0.09999999403953552,-0.0
1738607107.7190075,-0.0,-0.09999999403953552,-0.0
1738607107.7387593,-0.0,-0.09999999403953552,-0.0
1738607107.749286,-0.0,-0.09999999403953552,-0.0
1738607107.7686856,-0.0,-0.09999999403953552,-0.0
1738607107.7794178,-0.0,-0.09999999403953552,-0.0
1738607107.7901027,-0.0,-0.09999999403953552,-0.0
1738607107.8096285,-0.0,-0.09999999403953552,-0.0
1738607107.8205473,-0.0,-0.09999999403953552,-0.0
1738607107.8399827,-0.0,-0.09999999403953552,-0.0
1738607107.8514779,-0.0,-0.09999999403953552,-0.0
1738607107.8709395,-0.0,-0.09999999403953552,-0.0
1738607107.8819518,-0.0,-0.09999999403953552,-0.0
1738607107.8924239,-0.0,-0.09999999403953552,-0.0
1738607107.9121404,-0.0,-0.09999999403953552,-0.0
1738607107.9222338,-0.0,-0.09999999403953552,-0.0
1738607107.9417481,-0.0,-0.09999999403953552,-0.0
1738607107.9523547,-0.0,-0.09999999403953552,-0.0
1738607107.963241,-0.0,-0.09999999403953552,-0.0
1738607107.9826581,-0.0,-0.09999999403953552,-0.0
1738607107.9936237,-0.0,-0.09999999403953552,-0.0
1738607108.0128593,-0.0,-0.09999999403953552,-0.0
1738607108.0336068,-0.0,-0.09999999403953552,-0.0
1738607108.0527494,-0.0,-0.09999999403953552,-0.0
1738607108.0634575,-0.0,-0.09999999403953552,-0.0
1738607108.0827215,-0.0,-0.09999999403953552,-0.0
1738607108.0937383,-0.0,-0.09999999403953552,-0.0
1738607108.1044793,-0.0,-0.09999999403953552,-0.0
1738607108.1235719,-0.0,-0.09999999403953552,-0.0
1738607108.1345406,-0.0,-0.09999999403953552,-0.0
1738607108.1528404,-0.0,-0.09999999403953552,-0.0
1738607108.1637514,-0.0,-0.09999999403953552,-0.0
1738607108.1832457,-0.0,-0.09999999403953552,-0.0
1738607108.204084,-0.0,-0.09999999403953552,-0.0
1738607108.2226262,-0.0,-0.09999999403953552,-0.0
1738607108.2335818,-0.0,-0.09999999403953552,-0.0
1738607108.2532327,-0.0,-0.09999999403953552,-0.0
1738607108.2738423,-0.0,-0.09999999403953552,-0.0
1738607108.2931578,-0.0,-0.09999999403953552,-0.0
1738607108.3042874,-0.0,-0.09999999403953552,-0.0
1738607108.3146448,-0.0,-0.09999999403953552,-0.0
1738607108.3341591,-0.0,-0.09999999403953552,-0.0
1738607108.3445528,-0.0,-0.09999999403953552,-0.0
1738607108.3641665,-0.0,-0.09999999403953552,-0.0
1738607108.374624,-0.0,-0.09999999403953552,-0.0
1738607108.3940685,-0.0,-0.09999999403953552,-0.0
1738607108.4047923,-0.0,-0.09999999403953552,-0.0
1738607108.4237907,-0.0,-0.09999999403953552,-0.0
1738607108.4350526,-0.0,-0.09999999403953552,-0.0
1738607108.445802,-0.0,-0.09999999403953552,-0.0
1738607108.465206,-0.0,-0.09999999403953552,-0.0
1738607108.4759593,-0.0,-0.09999999403953552,-0.0
1738607108.494899,-0.0,-0.09999999403953552,-0.0
1738607108.5058038,-0.0,-0.09999999403953552,-0.0
1738607108.5166094,-0.0,-0.09999999403953552,-0.0
1738607108.5362914,-0.0,-0.09999999403953552,-0.0
1738607108.5567443,-0.0,-0.09999999403953552,-0.0
1738607108.5756829,-0.0,-0.09999999403953552,-0.0
1738607108.5868583,-0.0,-0.09999999403953552,-0.0
1738607108.606245,-0.0,-0.09999999403953552,-0.0
1738607108.617016,-0.0,-0.09999999403953552,-0.0
1738607108.636109,-0.0,-0.09999999403953552,-0.0
1738607108.646897,-0.0,-0.09999999403953552,-0.0
1738607108.657776,-0.0,-0.09999999403953552,-0.0
1738607108.677103,-0.0,-0.09999999403953552,-0.0
1738607108.687325,-0.0,-0.09999999403953552,-0.0
1738607108.7080882,-0.0,-0.09999999403953552,-0.0
1738607108.7191255,-0.0,-0.09999999403953552,-0.0
1738607108.7382638,-0.0,-0.09999999403953552,-0.0
1738607108.7491546,-0.0,-0.09999999403953552,-0.0
1738607108.7600977,-0.0,-0.09999999403953552,-0.0
1738607108.7789662,-0.0,-0.09999999403953552,-0.0
1738607108.790156,-0.0,-0.09999999403953552,-0.0
1738607108.8090317,-0.0,-0.09999999403953552,-0.0
1738607108.8199506,-0.0,-0.09999999403953552,-0.0
1738607108.839282,-0.0,-0.09999999403953552,-0.0
1738607108.8503532,-0.0,-0.09999999403953552,-0.0
1738607108.860499,-0.0,-0.09999999403953552,-0.0
1738607108.8802469,-0.0,-0.09999999403953552,-0.0
1738607108.8906755,-0.0,-0.09999999403953552,-0.0
1738607108.9104986,-0.0,-0.09999999403953552,-0.0
1738607108.9212017,-0.0,-0.09999999403953552,-0.0
1738607108.9319205,-0.0,-0.09999999403953552,-0.0
1738607108.9515932,-0.0,-0.09999999403953552,-0.0
1738607108.971992,-0.0,-0.09999999403953552,-0.0
1738607108.986074,-0.0,-0.09999999403953552,-0.0
1738607108.9973083,-0.0,-0.09999999403953552,-0.0
1738607109.0079443,-0.0,-0.09999999403953552,-0.0
1738607109.026824,-0.0,-0.09999999403953552,-0.0
1738607109.0381377,-0.0,-0.09999999403953552,-0.0
1738607109.0574448,-0.0,-0.09999999403953552,-0.0
1738607109.0679834,-0.0,-0.09999999403953552,-0.0
1738607109.0875542,-0.0,-0.09999999403953552,-0.0
1738607109.0983753,-0.0,-0.09999999403953552,-0.0
1738607109.109091,-0.0,-0.09999999403953552,-0.0
1738607109.1279385,-0.0,-0.09999999403953552,-0.0
1738607109.1392448,-0.0,-0.09999999403953552,-0.0
1738607109.1571476,-0.0,-0.09999999403953552,-0.0
1738607109.1679242,-0.0,-0.09999999403953552,-0.0
1738607109.178631,-0.0,-0.09999999403953552,-0.0
1738607109.1984072,-0.0,-0.09999999403953552,-0.0
1738607109.2090654,-0.0,-0.09999999403953552,-0.0
1738607109.2198937,-0.0,-0.09999999403953552,-0.0
1738607109.2308,-0.0,-0.09999999403953552,-0.0
1738607109.2503479,-0.0,-0.09999999403953552,-0.0
1738607109.2608547,-0.0,-0.09999999403953552,-0.0
1738607109.2719781,-0.0,-0.09999999403953552,-0.0
1738607109.2913232,-0.0,-0.09999999403953552,-0.0
1738607109.301977,-0.0,-0.09999999403953552,-0.0
1738607109.3219442,-0.0,-0.09999999403953552,-0.0
1738607109.3320396,-0.0,-0.09999999403953552,-0.0
1738607109.3517153,-0.0,-0.09999999403953552,-0.0
1738607109.372134,-0.0,-0.09999999403953552,-0.0
1738607109.3912075,-0.0,-0.09999999403953552,-0.0
1738607109.4019985,-0.0,-0.09999999403953552,-0.0
1738607109.413127,-0.0,-0.09999999403953552,-0.0
1738607109.4325223,-0.0,-0.09999999403953552,-0.0
1738607109.4433496,-0.0,-0.09999999403953552,-0.0
1738607109.4537218,-0.0,-0.09999999403953552,-0.0
1738607109.4734206,-0.0,-0.09999999403953552,-0.0
1738607109.4840076,-0.0,-0.09999999403953552,-0.0
1738607109.5031912,-0.0,-0.09999999403953552,-0.0
1738607109.514245,-0.0,-0.09999999403953552,-0.0
1738607109.5339532,-0.0,-0.09999999403953552,-0.0
1738607109.5444212,-0.0,-0.09999999403953552,-0.0
1738607109.5550106,-0.0,-0.09999999403953552,-0.0
1738607109.5746038,-0.0,-0.09999999403953552,-0.0
1738607109.5854685,-0.0,-0.09999999403953552,-0.0
1738607109.5962224,-0.0,-0.09999999403953552,-0.0
1738607109.6154084,-0.0,-0.09999999403953552,-0.0
1738607109.6259303,-0.0,-0.09999999403953552,-0.0
1738607109.645976,-0.0,-0.09999999403953552,-0.0
1738607109.6660254,-0.0,-0.09999999403953552,-0.0
1738607109.6855621,-0.0,-0.09999999403953552,-0.0
1738607109.6960058,-0.0,-0.09999999403953552,-0.0
1738607109.7067397,-0.0,-0.09999999403953552,-0.0
1738607109.7262416,-0.0,-0.09999999403953552,-0.0
1738607109.7369578,-0.0,-0.09999999403953552,-0.0
1738607109.7566555,-0.0,-0.09999999403953552,-0.0
1738607109.767311,-0.0,-0.09999999403953552,-0.0
1738607109.7780042,-0.0,-0.09999999403953552,-0.0
1738607109.7974787,-0.0,-0.09999999403953552,-0.0
1738607109.8082309,-0.0,-0.09999999403953552,-0.0
1738607109.8274462,-0.0,-0.09999999403953552,-0.0
1738607109.8383837,-0.0,-0.09999999403953552,-0.0
1738607109.8490915,-0.0,-0.09999999403953552,-0.0
1738607109.860362,-0.0,-0.09999999403953552,-0.0
1738607109.88071,-0.0,-0.09999999403953552,-0.0
1738607109.8910155,-0.0,-0.09999999403953552,-0.0
1738607109.9109132,-0.0,-0.09999999403953552,-0.0
1738607109.9312801,-0.0,-0.09999999403953552,-0.0
1738607109.9422524,-0.0,-0.09999999403953552,-0.0
1738607109.9617827,-0.0,-0.09999999403953552,-0.0
1738607109.972122,-0.0,-0.09999999403953552,-0.0
1738607109.9919314,-0.0,-0.09999999403953552,-0.0
1738607110.0121465,-0.0,-0.09999999403953552,-0.0
1738607110.031619,-0.0,-0.09999999403953552,-0.0
1738607110.04238,-0.0,-0.09999999403953552,-0.0
1738607110.0614958,-0.0,-0.09999999403953552,-0.0
1738607110.0722198,-0.0,-0.09999999403953552,-0.0
1738607110.0916293,-0.0,-0.09999999403953552,-0.0
1738607110.1023374,-0.0,-0.09999999403953552,-0.0
1738607110.1131256,-0.0,-0.09999999403953552,-0.0
1738607110.1325073,-0.0,-0.09999999403953552,-0.0
1738607110.1524036,-0.0,-0.09999999403953552,-0.0
1738607110.1722589,-0.0,-0.09999999403953552,-0.0
1738607110.1920197,-0.0,-0.09999999403953552,-0.0
1738607110.2126398,-0.0,-0.09999999403953552,-0.0
1738607110.2228904,-0.0,-0.09999999403953552,-0.0
1738607110.2435207,-0.0,-0.09999999403953552,-0.0
1738607110.262862,-0.0,-0.09999999403953552,-0.0
1738607110.2738273,-0.0,-0.09999999403953552,-0.0
1738607110.2846732,-0.0,-0.09999999403953552,-0.0
1738607110.3049092,-0.0,-0.09999999403953552,-0.0
1738607110.315281,-0.0,-0.09999999403953552,-0.0
1738607110.334633,-0.0,-0.09999999403953552,-0.0
1738607110.3457391,-0.0,-0.09999999403953552,-0.0
1738607110.3649664,-0.0,-0.09999999403953552,-0.0
1738607110.3758388,-0.0,-0.09999999403953552,-0.0
1738607110.386434,-0.0,-0.09999999403953552,-0.0
1738607110.39743,-0.0,-0.09999999403953552,-0.0
1738607110.416826,-0.0,-0.09999999403953552,-0.0
1738607110.4274578,-0.0,-0.09999999403953552,-0.0
1738607110.4469726,-0.0,-0.09999999403953552,-0.0
1738607110.4580107,-0.0,-0.09999999403953552,-0.0
1738607110.4683595,-0.0,-0.09999999403953552,-0.0
1738607110.4879963,-0.0,-0.09999999403953552,-0.0
1738607110.4988077,-0.0,-0.09999999403953552,-0.0
1738607110.509636,-0.0,-0.09999999403953552,-0.0
1738607110.5285654,-0.0,-0.09999999403953552,-0.0
1738607110.5393777,-0.0,-0.09999999403953552,-0.0
1738607110.5591438,-0.0,-0.09999999403953552,-0.0
1738607110.569847,-0.0,-0.09999999403953552,-0.0
1738607110.5801246,-0.0,-0.09999999403953552,-0.0
1738607110.5998576,-0.0,-0.09999999403953552,-0.0
1738607110.610647,-0.0,-0.09999999403953552,-0.0
1738607110.6300797,-0.0,-0.09999999403953552,-0.0
1738607110.65069,-0.0,-0.09999999403953552,-0.0
1738607110.6698282,-0.0,-0.09999999403953552,-0.0
1738607110.6906734,-0.0,-0.09999999403953552,-0.0
1738607110.710233,-0.0,-0.09999999403953552,-0.0
1738607110.7205236,-0.0,-0.09999999403953552,-0.0
1738607110.7317183,-0.0,-0.09999999403953552,-0.0
1738607110.7505476,-0.0,-0.09999999403953552,-0.0
1738607110.7616804,-0.0,-0.09999999403953552,-0.0
1738607110.7810118,-0.0,-0.09999999403953552,-0.0
1738607110.7917845,-0.0,-0.09999999403953552,-0.0
1738607110.8111012,-0.0,-0.09999999403953552,-0.0
1738607110.8314383,-0.0,-0.09999999403953552,-0.0
1738607110.852017,-0.0,-0.09999999403953552,-0.0
1738607110.862934,-0.0,-0.09999999403953552,-0.0
1738607110.8735793,-0.0,-0.09999999403953552,-0.0
1738607110.893058,-0.0,-0.09999999403953552,-0.0
1738607110.9034443,-0.0,-0.09999999403953552,-0.0
1738607110.9226995,-0.0,-0.09999999403953552,-0.0
1738607110.93367,-0.0,-0.09999999403953552,-0.0
1738607110.952935,-0.0,-0.09999999403953552,-0.0
1738607110.963789,-0.0,-0.09999999403953552,-0.0
1738607110.9746568,-0.0,-0.09999999403953552,-0.0
1738607110.9941084,-0.0,-0.09999999403953552,-0.0
1738607111.0048232,-0.0,-0.09999999403953552,-0.0
1738607111.0237153,-0.0,-0.09999999403953552,-0.0
1738607111.034749,-0.0,-0.09999999403953552,-0.0
1738607111.0452564,-0.0,-0.09999999403953552,-0.0
1738607111.0651433,-0.0,-0.09999999403953552,-0.0
1738607111.0758524,-0.0,-0.09999999403953552,-0.0
1738607111.0896206,-0.0,-0.09999999403953552,-0.0
1738607111.1048245,-0.0,-0.09999999403953552,-0.0
1738607111.1208603,-0.0,-0.09999999403953552,-0.0
1738607111.1369412,-0.0,-0.09999999403953552,-0.0
1738607111.1530209,-0.0,-0.09999999403953552,-0.0
1738607111.1681302,-0.0,-0.09999999403953552,-0.0
1738607111.1843362,-0.0,-0.09999999403953552,-0.0
1738607111.2003393,-0.0,-0.09999999403953552,-0.0
1738607111.216489,-0.0,-0.09999999403953552,-0.0
1738607111.232715,-0.0,-0.09999999403953552,-0.0
1738607111.2490225,-0.0,-0.09999999403953552,-0.0
1738607111.2651145,-0.0,-0.09999999403953552,-0.0
1738607111.2811272,-0.0,-0.09999999403953552,-0.0
1738607111.2972467,-0.0,-0.09999999403953552,-0.0
1738607111.312023,-0.0,-0.09999999403953552,-0.0
1738607111.3316288,-0.0,-0.09999999403953552,-0.0
1738607111.351191,-0.0,-0.09999999403953552,-0.0
1738607111.3638818,-0.0,-0.09999999403953552,-0.0
1738607111.37525,-0.0,-0.09999999403953552,-0.0
1738607111.3876433,-0.0,-0.09999999403953552,-0.0
1738607111.407264,-0.0,-0.09999999403953552,-0.0
1738607111.4182072,-0.0,-0.09999999403953552,-0.0
1738607111.4285114,-0.0,-0.09999999403953552,-0.0
1738607111.447961,-0.0,-0.09999999403953552,-0.0
1738607111.4588833,-0.0,-0.09999999403953552,-0.0
1738607111.4782822,-0.0,-0.09999999403953552,-0.0
1738607111.4893343,-0.0,-0.09999999403953552,-0.0
1738607111.4996514,-0.0,-0.09999999403953552,-0.0
1738607111.5201578,-0.0,-0.09999999403953552,-0.0
1738607111.5306838,-0.0,-0.09999999403953552,-0.0
1738607111.5501394,-0.0,-0.09999999403953552,-0.0
1738607111.5608516,-0.0,-0.09999999403953552,-0.0
1738607111.580141,-0.0,-0.09999999403953552,-0.0
1738607111.5912106,-0.0,-0.09999999403953552,-0.0
1738607111.601925,-0.0,-0.09999999403953552,-0.0
1738607111.6209178,-0.0,-0.09999999403953552,-0.0
1738607111.631678,-0.0,-0.09999999403953552,-0.0
1738607111.651273,-0.0,-0.09999999403953552,-0.0
1738607111.6619833,-0.0,-0.09999999403953552,-0.0
1738607111.6813183,-0.0,-0.09999999403953552,-0.0
1738607111.7019594,-0.0,-0.09999999403953552,-0.0
1738607111.720929,-0.0,-0.09999999403953552,-0.0
1738607111.7318885,-0.0,-0.09999999403953552,-0.0
1738607111.742809,-0.0,-0.09999999403953552,-0.0
1738607111.7618682,-0.0,-0.09999999403953552,-0.0
1738607111.7727633,-0.0,-0.09999999403953552,-0.0
1738607111.792527,-0.0,-0.09999999403953552,-0.0
1738607111.8031614,-0.0,-0.09999999403953552,-0.0
1738607111.8230546,-0.0,-0.09999999403953552,-0.0
1738607111.8330238,-0.0,-0.09999999403953552,-0.0
1738607111.8443527,-0.0,-0.09999999403953552,-0.0
1738607111.8544323,-0.0,-0.09999999403953552,-0.0
1738607111.8751867,-0.0,-0.09999999403953552,-0.0
1738607111.8864977,-0.0,-0.09999999403953552,-0.0
1738607111.9054346,-0.0,-0.09999999403953552,-0.0
1738607111.9163167,-0.0,-0.09999999403953552,-0.0
1738607111.9355996,-0.0,-0.09999999403953552,-0.0
1738607111.9463494,-0.0,-0.09999999403953552,-0.0
1738607111.9566987,-0.0,-0.09999999403953552,-0.0
1738607111.976504,-0.0,-0.09999999403953552,-0.0
